Annee,FORMATION,DATE_DEB_CONTRAT,DATE_FIN_CONTRAT,NOM_ENTREPRISE,CP_ENTREPRISE,FORME_JURIDIQUE_ENTREPRISE,VILLE_ENTREPRISE,Lat,Long,FORMATION_COMPLET,Type
2020-2021,M MISRH 2A,03/09/2019,17/09/2021,UNIVERSITÉ DE MONTPELLIER,34070,Etablissement public,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Public
2020-2021,M MISRH 2A,16/11/2020,30/09/2021,VECTALIA FRANCE,66100,SAS,PERPIGNAN,"42,69659541","2,89936954",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,05/10/2020,04/04/2021,,,,,#N/A,#N/A,M1 Gestion des Ressources Humaines parcours Management international et RH, 
2020-2021,M MISRH 2A,02/09/2019,17/09/2021,EDF CNPE BUGEY,1150,SA,LAGNIEU,"45,84696861","5,251660559",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,02/09/2019,30/09/2021,ARCELORMITTAL MEDITERRANEE,13270,SAS,FOS SUR MER,"43,45568121","4,904521339",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,01/10/2019,30/09/2021,POLE EMPLOI-DIRECTION DES SYSTÈMES D',34170,EPA,CASTELNAU LE LEZ,"43,63802188","3,91265416",M1 Gestion des Ressources Humaines parcours Management international et RH,Public
2020-2021,M MISRH 2A,14/09/2020,30/09/2021,EGIS,78280,SA,GUYANCOURT,"48,77307839","2,076052077",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,01/02/2021,30/09/2021,SWORD,69370,SAS,SAINT DIDIER AU MONT D OR,"45,81472881","4,798443302",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,01/07/2020,31/08/2021,SAINT MAMET,30600,SAS,VAUVERT,"43,62584685","4,305970933",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,01/08/2019,30/09/2021,VERDIE AUTOCARS,12000,SAS,RODEZ,"44,3609252","2,476715977",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,01/09/2020,24/09/2021,APEX ENERGIES,34070,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,28/09/2020,30/09/2021,MAIRIE DE MARVEJOLS,48100,Administration d'Etat,MARVEJOLS,"44,58811083","3,253932566",M1 Gestion des Ressources Humaines parcours Management international et RH,Public
2020-2021,M MISRH 2A,25/01/2021,30/09/2021,FIDUCIAL SECURITE,92400,,COURBEVOIE,"48,89845048","2,255705873",M1 Gestion des Ressources Humaines parcours Management international et RH, 
2020-2021,M MISRH 2A,02/09/2019,01/10/2021,EDF-CNPE CRUAS-MEYSSE,7350,SA,CRUAS,"44,65664209","4,756588244",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,16/12/2020,24/09/2021,ALAIN DUCASSE FORMATION,92360,SARL,MEUDON,"48,80372758","2,226962878",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,19/10/2020,30/09/2021,HINFACT,31400,SAS,TOULOUSE,"43,59638143","1,431672934",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MISRH 2A,28/09/2020,27/09/2021,BUSINESS & DECISION INTERACTIVE EOLAS,38000,SARL,GRENOBLE,"45,18212152","5,721330518",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2020-2021,M MPCA 2A,18/02/2021,31/08/2021,LES FEES SPECIALES,34070,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Cinéma et Audiovisuel parcours Métiers de la production,Privé
2020-2021,M MPCA 2A,01/09/2020,01/09/2021,OOOLALA,26500,SARL,BOURG LES VALENCE,"44,96510942","4,894116364",M2 Cinéma et Audiovisuel parcours Métiers de la production,Privé
2020-2021,M PTO 2A,23/11/2020,30/09/2021,LA POSTE CENTRE FINANCIER,34000,SA CA,MONTPELLIER,"43,61344091","3,868516579",M2 Psychologie sociale du travail et des organisations ,Privé
2020-2021,M PTO 2A,01/09/2020,30/09/2021,CEA CADARACHE,13115,EPIC,ST PAUL LES DURANCE,"43,6854814","5,753725588",M2 Psychologie sociale du travail et des organisations ,Public
2020-2021,M PTO 2A,17/08/2020,30/09/2021,EURHEKA,34500,SARL,BEZIERS,"43,34758833","3,230767542",M2 Psychologie sociale du travail et des organisations ,Privé
2020-2021,M TSV 2A,01/11/2020,31/10/2021,COLLECTIF MALUNÉS FR,79000,Association,NIORT,"46,29242468","-0,5136937931",M2 Théatre et spectacle vivant,Association
2021-2022,DUT SAP 2A,01/09/2021,31/08/2022,CENTRE COMMUNAL D'ACTION SOCIALE,66750,,ST CYPRIEN,"42,62202803","3,016220143",DUT carrières sociales option service à la personne 2eme annee, 
2021-2022,M GIMD 1A EAD,18/10/2021,22/09/2023,ECOLE NATIONALE DE LA MAGISTRATURE,33000,Etablissement Public National à caractère administratif,BORDEAUX,"44,85724454","-0,5736967812",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD), 
2021-2022,M GRH SAC 2A,01/09/2020,23/09/2022,AUGEFI,34300,SAS,AGDE,"43,30912912","3,484479031",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M CNO 2A,04/10/2021,30/09/2022,FRESH AFRIKA BY KAYNO,93400,SAS,ST OUEN SUR SEINE,"48,90980658","2,332570422",M2 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M ESEEC 1A,02/09/2021,23/09/2023,SNCF RESEAU,34070,SA,MONTPELLIER,"43,61344091","3,868516579","M1 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences",Privé
2021-2022,M ESEEC 2A,01/09/2021,31/08/2022,SETE AGGLOPOLE MEDITERRANEE,34110,Administration d'Etat,FRONTIGNAN,"43,44824589","3,749235224","M2 Gestion des Ressources Humaines parcours  expertise socio-économique, emplois et compétences",Public
2021-2022,M MIASHS 2A,19/10/2020,31/08/2022,CONSEIL DEPARTEMENTAL DE L'HERAULT,34070,Collectivité Territoriale,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Public
2021-2022,M GIMD 1A EAD,01/10/2021,30/09/2023,CENTRE DEPARTEMENTAL DE GESTION DE LA,33300,Administration Publique Générale,BORDEAUX,"44,85724454","-0,5736967812",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Public
2021-2022,LG3 AES DS,01/11/2021,30/06/2022,CENTRE INTERCOMMUNAL D ACTION SOCIALE,11000,,CARCASSONNE,"43,21409862","2,407732717",Licence Gestion Administration Economique et Sociale parcours Développement social, 
2021-2022,M MAVINUM 2 EAD,01/10/2021,30/09/2022,ORANO MINING,92320,SA,CHATILLON,"48,80340918","2,287991319","M2 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Privé
2021-2022,M MIASHS 2A,31/08/2020,31/08/2022,BALEA,34270,SAS,SAINT MATHIEU DE TREVIERS,"43,76409293","3,79487939",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M MISRH 2A,20/09/2021,23/09/2022,PEOPLESPHERES,34000,SAS,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M GRH SOI 2A,09/08/2021,24/09/2022,MEDIS EXPERT SUD,34070,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Gestion des Ressources Humaines parcours Sciences des Organisations et des Institutions,Privé
2021-2022,M COP 2A,04/10/2021,30/09/2022,J&G CONSEIL,94160,SARL,ST MANDE,"48,84244024","2,419219109",M2 Cangement Organisationnel et Personnel ,Privé
2020-2022,M COP 2A,01/10/2020,05/09/2022,GROUPE PRÉSIDENT ELECTRONICS,34543,SA,BALARUC LES BAINS,#N/A,#N/A,M2 Cangement Organisationnel et Personnel ,Privé
2021-2022,M PTO 2A,25/10/2021,24/10/2022,SWITCH RH,82000,SARL,MONTAUBAN,"44,02225946","1,364086365",M2 Psychologie sociale du travail et des organisations ,Privé
2021-2022,M MIASHS 1A,30/08/2021,30/09/2023,AIRBUS OPERATIONS,44550, ,MONTOIR DE BRETAGNE,"47,32323685","-2,146736604",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M COMPAC 1A,01/09/2021,15/09/2023,DDTM 34 HERAULT,34070,Administration d'Etat,MONTPELLIER,"43,61344091","3,868516579","M1 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M MISRH 2A,15/09/2021,13/03/2022,,,,,#N/A,#N/A,M1 Gestion des Ressources Humaines parcours Management international et RH, 
2021-2022,M MISRH 2A,20/09/2021,23/09/2022,L AGENCE REGIONALE,34470,GIE,PEROLS,"43,56066427","3,951757085",M1 Gestion des Ressources Humaines parcours Management international et RH, 
2021-2022,M IDS PIDT 1A,08/11/2021,07/11/2023,MAISON JEUNES CULTURE MAUGUIO CARNON,34130,Association,MAUGUIO,"43,61843365","4,063979436",M1 Intervention et développement social parcours PIDT,Association
2021-2022,M CAMD 2A,09/09/2021,16/09/2022,OCCITANIE FILMS,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Cinéma et Audiovisuel Métiers de la diffusion,Association
2021-2022,M GRH SAC 2A,01/09/2020,23/09/2022,ORANO DS DO CEA,30200,SA,BAGNOLS SUR CEZE,"44,16224967","4,624773809",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,LP IS APS,29/10/2021,26/08/2022,O2 MONTPELLIER EST,72100,SARL,LE MANS,"47,98852567","0,2000304935",L PRO intervention sanitaire et sociale parcours gestionnaire en gérontologie,Privé
2021-2022,M PTO 2A,01/09/2021,23/09/2022,AB ORIENTATION ET PERSPECTIVES,34000,SARL,MONTPELLIER,"43,61344091","3,868516579",M2 Psychologie sociale du travail et des organisations ,Privé
2021-2022,M ESSACAP 2A,01/10/2021,30/09/2022,ASSOCIATION POUR LA MEDIATION ET L'AID,30900,Association,NIMES,"43,84493839","4,34806797","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques",Association
2021-2022,M GIMD 1A EAD,06/09/2021,22/09/2023,VEYRON-PERRIN GENEALOGISTES,30210,SAS,REMOULINS,"43,981574","4,490833373",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Privé
2021-2022,M GRH SOI 1A,02/08/2021,24/09/2023,SNCF VOYAGEURS,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M1Gestion des Ressources Humaines parcours Sciences des Organisations et des Institution,Privé
2021-2022,M MIASHS 1A,30/08/2021,15/09/2023,GROUPAMA SUPPORTS ET SERVICES,34170,GIE,CASTELNAU LE LEZ,"43,63802188","3,91265416",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M COP 2A,01/08/2021,06/09/2022,CONSEILS EN DEVELOPPEMENT,34500,SAS à Associé Unique,BEZIERS,"43,34758833","3,230767542",M2 Cangement Organisationnel et Personnel , 
2021-2022,M MISRH 2A,14/09/2020,30/09/2022,EDF-CNPE CRUAS-MEYSSE,7350,SA,CRUAS,"44,65664209","4,756588244",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M MIASHS 1A,30/08/2021,29/09/2023,AIRBUS HELICOPTERS MARIGNANE,13700,SAS,MARIGNANE,"43,41720684","5,212219045",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M CNO 1A,01/12/2021,11/09/2023,GROUPEMENT D EMPLOYEURS PROFESSION SPO,34070,Groupement d'employeurs,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Communication parcours Communication numérique et organisations, 
2021-2022,M CAMD 2A,01/09/2021,16/09/2022,JAZZ A PORQUEROLLES,83400,,HYERES,"43,10187135","6,188985085",M2 Cinéma et Audiovisuel Métiers de la diffusion, 
2021-2022,M MIASHS 1A,30/08/2021,02/09/2023,AIR LIQUIDE ADVANCED TECHNOLOGIES,38360,SAS,SASSENAGE,"45,1930404","5,609397728",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M GE 2A,06/09/2021,30/09/2022,GROUPE Y AUDIT,79000,SAS,NIORT,"46,29242468","-0,5136937931",M2 Gestion de l'environnement,Privé
2021-2022,LP IS APS,25/10/2021,30/08/2022,ASSOCIATION LOCALE ADMR DE CHARLY-VERN,69390,Association,VERNAISON,"45,65080302","4,789795723",L PRO intervention sanitaire et sociale parcours gestionnaire en gérontologie,Association
2021-2022,M MISRH 1A,01/07/2021,22/09/2023,LITTORAL NETTOYAGE,34200,SARL,SETE,"43,39177058","3,647051483",M2 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M MAVINUM 2A,02/11/2021,23/09/2022,AGENCE URBANISME AGGLO MARSEILLAISE,13001,Association,MARSEILLE 01,"43,29990094","5,382278698","M2 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Association
2021-2022,M MAVINUM 2A,01/10/2021,30/09/2022,UNIVERSITE TOULOUSE III - PAUL SABATIE,31400,Etablissement Public National à caractère administratif,TOULOUSE,"43,59638143","1,431672934","M2 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)", 
2021-2022,M MAVINUM 2 EAD,13/09/2021,23/09/2022,ECOLE SUPERIEUR DE PRAXIS SOCIAL DE MU,68200,Association,MULHOUSE,"47,7491633","7,325700475","M2 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Association
2021-2022,M PTO 2A,18/10/2021,30/09/2022,AFPA ACCES A L' EMPLOI,33200,SASU,BORDEAUX,"44,85724454","-0,5736967812",M2 Psychologie sociale du travail et des organisations , 
2021-2022,M HUMANUM 2A EAD,13/09/2021,30/09/2022,ARIANE GROUP,33185, ,LE HAILLAN,"44,86908379","-0,6844435121",M2 Humanités Numériques EAD, 
2021-2022,M IDS PIDT 2A,29/11/2021,23/11/2022,MOUVEMENT FRANCAIS PLANNING FAMILIAL,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2021-2022,M IDS PIDT 1A,06/09/2021,22/09/2023,ASS DEP ADMINIST GESTION ETS SPECIALIS,34500,Association,BEZIERS,"43,34758833","3,230767542",M1 Intervention et développement social parcours PIDT,Association
2021-2022,M GIMD 1A EAD,27/09/2021,22/09/2023,COMMUNE D AUBAGNE,13400,Fonction publique territoriale,AUBAGNE,"43,29348438","5,563312735",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD), 
2021-2022,M GE 2A,06/09/2021,30/09/2022,EPCC PONT DU GARD,30210,EPIC,VERS PONT DU GARD,"43,981574","4,490833373",M2 Gestion de l'environnement,Public
2021-2022,LG3 AES DS,01/11/2021,30/06/2022,SOLI'NIORT,79000,Association,NIORT,"46,29242468","-0,5136937931",Licence Gestion Administration Economique et Sociale parcours Développement social,Association
2020-2022,M COP 2A,03/12/2020,05/09/2022,SCHNEIDER ELECTRIC INDUSTRIES,38100,SAS,GRENOBLE CEDEX 9,"45,18212152","5,721330518",M2 Cangement Organisationnel et Personnel ,Privé
2020-2022,M CNO 2A,16/11/2020,05/09/2022,BITWIPCONSEIL,97300,SAS,CAYENNE,"5,021737428","-52,50125111",M2 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,DUT SAP 2A,09/08/2021,26/06/2022,DELAUYAL,11100,SARL,NARBONNE,"43,11764167","2,97718129",DUT carrières sociales option service à la personne 2eme annee,Privé
2022-2022,M ESSACAP 1A,04/01/2022,23/09/2023,ASS ECHANGE NORD-SUD,33110,Association,LE BOUSCAT,"44,86612983","-0,6021215586","M1 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques.",Association
2021-2022,M MIASHS 1A,01/09/2021,01/09/2023,CAISSE REGIONALE DU CREDIT AGRICOLE DU,34970,SA,LATTES,"43,56385941","3,902262229",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M GIMD 2A EAD,13/12/2021,09/09/2022,ENSAM,34070,Etablissement public,MONTPELLIER,"43,61344091","3,868516579",M2 Information-Documentation parcours Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD) EAD,Public
2021-2022,M GE 2A,13/09/2021,13/09/2022,BIG IMPACTS,33000,Association,BORDEAUX,"44,85724454","-0,5736967812",M2 Gestion de l'environnement,Association
2021-2022,M IDS PIDT 2A,06/09/2021,23/09/2022,VIVRE ENSEMBLE CITOYEN QUARTIER CEVENN,34080,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2020-2022,M MIASHS 2A,01/09/2020,31/08/2022,SIM AND CURE,34090,SA,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2020-2022,M COP 2A,14/09/2020,09/09/2022,SNCF VOYAGEURS,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M2 Cangement Organisationnel et Personnel ,Privé
2021-2022,M GE 2A,06/09/2021,09/09/2022,OFFICE NATIONAL DES FORETS,13090,EPIC,AIX EN PROVENCE,"43,53607084","5,398574446",M2 Gestion de l'environnement,Public
2021-2022,M GRH SAC 2A,14/09/2020,30/09/2022,UNAPEI 34,34090,Association,MONTPELLIER,"43,61344091","3,868516579",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Association
2021-2022,M MIASHS 2A,01/09/2020,31/08/2022,AIRBUS HELICOPTERS MARIGNANE,13700,SAS,MARIGNANE,"43,41720684","5,212219045",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M IDS PIDT 2A,14/09/2020,24/09/2022,UNAPEI 34,34090,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Intervention et développement social parcours PIDT,Association
2021-2022,M IDS PIDT 1A,01/09/2021,23/09/2023,ISSUE,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M1 Intervention et développement social parcours PIDT,Association
2021-2022,M GIMD 1A EAD,01/09/2021,22/09/2023,DGDDI - GARDE COTES DOUANE,76620,Administration d'Etat,LE HAVRE,"49,4984525","0,1401537192",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Public
2021-2022,M GRH SAC 2A,14/09/2020,23/09/2022,ORANO NC TRICASTIN,26701,SA,PIERRELATTE,#N/A,#N/A,M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M CNO 1A,29/11/2021,30/09/2023,GOKATA18,66140,SAS,CANET EN ROUSSILLON,"42,6841288","3,011617448",M1 Information-Communication parcours Communication numérique et organisations,Privé
2021-2022,M CAMP 2A,01/10/2021,30/09/2022,MAGNA VOX,21000,Association,DIJON,"47,3229438","5,037888059",M2 Cinéma et Audiovisuel Métiers de la Production,Association
2021-2022,M MIASHS 2A,07/09/2020,31/08/2022,CDC HABITAT,34070,Société d'économie mixte,MONTPELLIER,"43,61344091","3,868516579",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales, 
2021-2022,M CAMD 2A,17/09/2021,16/09/2022,L'YRE CINEMA,11370,,LEUCATE,"42,89936507","3,026760386",M2 Cinéma et Audiovisuel Métiers de la diffusion, 
2021-2022,M HUMANUM 1A EAD,01/10/2021,30/09/2023,PIDAPI,34830,Association,CLAPIERS,"43,66201923","3,886897482",M1 Humanités Numériques EAD,Association
2021-2022,M COMPAC 2A,07/12/2020,05/09/2022,SCOPIE,34110,Association,FRONTIGNAN,"43,44824589","3,749235224","M2 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M MIASHS 1A,23/08/2021,01/09/2023,TZAV DESIGN,84000,SARL,AVIGNON,"43,93524483","4,840715725",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M HUMANUM 2A EAD,05/10/2020,30/09/2022,LA POSTE,75015,SA,PARIS 15,"48,84015542","2,293559372",M2 Humanités Numériques EAD,Privé
2021-2022,M COMPAC 2A,04/10/2021,06/09/2022,COMMUNE DE LE GRAU DU ROI,30240,Administration d'Etat,LE GRAU DU ROI,"43,50728109","4,166229487","M2 Information-Communication parcours Communication publique, associative et culturelle",Public
2021-2022,M MISRH 2A,13/09/2021,23/09/2022,ASICS FRANCE,34970,SAS,LATTES,"43,56385941","3,902262229",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M COP 2A,01/09/2021,30/09/2022,ENEDIS,34070,ERL,MONTPELLIER,"43,61344091","3,868516579",M2 Cangement Organisationnel et Personnel , 
2021-2022,M MISRH 2A,05/10/2020,24/09/2022,PAY JOB,75008,SARL,PARIS,"48,87252727","2,31258256",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M CAMD 2A,01/10/2021,16/09/2022,OCCITANIE FILMS,34070,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Cinéma et Audiovisuel Métiers de la diffusion,Association
2021-2022,DUT SAP 2A,01/09/2021,31/08/2022,ADMR CASTRIES,34160,Association,CASTRIES,"43,72989844","4,02118901",DUT carrières sociales option service à la personne 2eme annee,Association
2021-2022,M COMPAC 1A,01/09/2021,11/09/2023,STAND'ART,34430,Association,ST JEAN DE VEDAS,"43,57162823","3,83221848","M1 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M IDS PIDT 2A,23/09/2020,30/09/2022,ESL,48000,ERL,MENDE,"44,53990342","3,554042836",M2 Intervention et développement social parcours PIDT, 
2021-2022,M GE 2A,01/09/2021,15/09/2022,OFFICE NATIONAL DES FORETS,34000,EPIC,MONTPELLIER,"43,61344091","3,868516579",M2 Gestion de l'environnement,Public
2021-2022,M ESSACAP 2A,23/08/2021,23/09/2022,COMPOSTONS,34090,Association,MONTPELLIER,"43,61344091","3,868516579","M2 Economie Sociale et Solidaire parcours Association, Coopération et Actions Publiques",Association
2021-2022,M COMPAC 1A,22/11/2021,11/09/2023,APF FRANCE HANDICAP,30900,Association,NIMES,"43,84493839","4,34806797","M1 Information-Communication parcours Communication publique, associative et culturelle",Association
2021-2022,M GIMD 1A EAD,18/10/2021,31/10/2023,BUREAU VERITAS EXPLOITATION,92800,SAS,PUTEAUX,"48,8837095","2,238341783",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Privé
2021-2022,M MAVINUM 1A,01/10/2021,30/09/2023,UNIVERSITE PAUL VALERY MONTPELLIER 3,34199,Administration d'Etat,MONTPELLIER CEDEX 5,"43,46299017","3,416516521","M1 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Public
2021-2022,M MIASHS 1A,03/01/2022,30/09/2023,PREMIDIRECT,54840,SAS,GONDREVILLE,"48,7076893","5,991121884",M1 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M EPSIN 2A,01/10/2021,30/09/2022,REGAINS,30900,Association,NIMES,"43,84493839","4,34806797","Education Pédagogique, Société Inclusives",Association
2021-2022,M GRH SAC 1A,06/09/2021,23/09/2023,SNCF RESEAU,34070,SA,MONTPELLIER,"43,61344091","3,868516579",M1 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,LP IS APS,25/10/2021,02/09/2022,MAISON DE RETRAITE LES GARDIOLES,34980,Etablissement d'hospitalisation,COMBAILLAUX,"43,6724651","3,779494325",L PRO intervention sanitaire et sociale parcours gestionnaire en gérontologie, 
2021-2022,M MAVINUM 1A,20/09/2021,22/09/2023,STAFF&GO,68100,SAS,MULHOUSE,"47,7491633","7,325700475","M1 Information-Documentation parcours management et valorisation de l'information de l'information numérique : métiers de la données, de l'information numérique (MAVINUM)",Privé
2021-2022,M MISRH 2A,26/07/2021,23/09/2022,LA POSTE DSI BSCC,34070,SA CA,MONTPELLIER,"43,61344091","3,868516579",M1 Gestion des Ressources Humaines parcours Management international et RH,Privé
2021-2022,M GIMD 1A EAD,05/10/2021,30/09/2023,MAYENNE COMMUNAUTE,53100,Collectivité Territoriale,MAYENNE,"48,3355648","-0,7582536222",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Public
2021-2022,M GRH SAC 1A,06/09/2021,23/09/2023,SECRETARIAT GENERAL COMMUN DEPARTEMENT,7000,Administration d'Etat,FLAVIAC,"44,75505739","4,485653708",M1 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Public
2021-2022,M CAMD 2A,01/09/2021,12/12/2022,SEMITA ART,84190,SARL,BEAUMES DE VENISE,"44,12338569","5,028755898",M2 Cinéma et Audiovisuel Métiers de la diffusion,Privé
2021-2022,M MIASHS 2A,07/09/2020,30/09/2022,NETIWAN,34500,SAS,BEZIERS,"43,34758833","3,230767542",M2 Mathématiques et Informatique appliquées aux Sciences Humaines et Sociales,Privé
2021-2022,M GIMD 1A EAD,01/09/2021,23/09/2023,ENSAM,34070,Etablissement public,MONTPELLIER,"43,61344091","3,868516579",M1 Information-Documentation parcours gestion de l'information et médiation documentaire : métiers des bibliothèques et de la documentation (GIMD),Public
2021-2022,M DDT 2A,05/10/2020,08/09/2022,DEPARTEMENT DU TARN,81013,Fonction publique territoriale,ALBI CEDEX 9,"44,00853652","2,302566379",M2 Tourisme parcours Tourisme et Développement Durable, 
2021-2022,M GRH SAC 2A,01/09/2020,30/09/2022,SUD SERVICE,34171,SAS,CASTELNAU LE LEZ CEDEX,"43,91924221","3,80187206",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Privé
2021-2022,M CAMD 2A,02/11/2021,31/10/2022,LE FESTIVAL,34300,SARL,AGDE,"43,30912912","3,484479031",M2 Cinéma et Audiovisuel Métiers de la diffusion,Privé
2021-2022,M CAMD 2A,06/09/2021,16/09/2022,LA GRANDE DISTRIBUTION,75019,SARL,PARIS 19,"48,88686862","2,384694328",M2 Cinéma et Audiovisuel Métiers de la diffusion,Privé
2021-2022,M DDT 2A,25/10/2021,21/10/2022,COMITE REGIONAL DU TOURISME ET DES LOI,34000,Association,MONTPELLIER,"43,61344091","3,868516579",M2 Tourisme parcours Tourisme et Développement Durable,Association
2021-2022,M CNO 2A,07/09/2020,06/09/2022,DEPARTEMENT DE L'AUDE,11000,Collectivité Territoriale,CARCASSONNE,"43,21409862","2,407732717",M2 Information-Communication parcours Communication numérique et organisations,Public
2021-2022,M GRH SAC 2A,11/10/2021,23/09/2022,ADMR LE CRES,34920,Association,LE CRES,"43,65409787","3,936088512",M2 mention Gestion des Ressources Humaines parcours Gestion des RH Sectorielle et Audit Social,Association
2021-2022,M COP 1A,20/09/2021,11/09/2023,MPG IMMOBILIER,47300,SAS,VILLENEUVE SUR LOT,"44,41011012","0,6697515678",#N/A,Privé
2021-2022,M IDS PIDT 2A,14/09/2020,30/09/2022,LIGUE DE L'ENSEIGNEMENT - F VAUCLUSE,84000,Association,AVIGNON,"43,93524483","4,840715725",M2 Intervention et développement social parcours PIDT,Association
